French,English
mourrez,die
nounou,nanny
fusées,rocket
générosité,generosity
averti,warned
irlande,Ireland
hésitez,hesitate
olive,olive
infirmerie,Infirmary
fermiers,farmers
décides,decide
enterre,buried
rapprocher,bring together
uniformes,uniforms
rassemble,gather
travaillant,working
voudront,will want to
percer,drill
dépense,spent
demandée,requested
dément,demented
pressés,pressed
aire,area
berceau,cradle
barreaux,bars
jeremy,Jeremy
allergique,allergic
institution,institution
ouvertes,open
remettez,Return
relâche,released
préparent,prepare
semer,sow
offenser,to offend
bouleversé,upset
armoire,cabinet
commode,convenient
marcel,Marcel
mènent,lead
intrigue,plot
champions,champions
patty,patty
veinard,lucky
utiles,useful
confesser,confess
religieuse,religious
grossesse,pregnancy
satisfaction,satisfaction
accélère,accelerated
occasions,occasions
champignons,mushrooms
rancune,resentment
sanctuaire,sanctuary
céréales,cereals
gèle,frozen
interroge,interrogates
partagé,share
imaginaire,imaginary
raccrocher,to hang up
noah,Noah
shopping,shopping
sécher,to dry
chapeaux,hats
défunt,deceased
préparation,preparation
rassemblement,gathering
minables,shabby
forteresse,fortress
héro,hero
sièges,seats
trahis,betrayal
moulin,mill
olga,olga
baises,kiss
pensions,pensions
enfoncer,to press in
répété,say again
pelouse,lawn
aimaient,loved
étouffer,to choke
comprenne,understand
bougie,candle
certitude,certainty
harper,harp
sacrifié,sacrificed
manoir,manor
embuscade,ambush
clayton,Clayton
profité,benefit
étrangères,foreign
conserver,keep
momie,mummy
classes,classes
loupé,magnifying glass
fraude,fraud
bâtiments,buildings
calculs,calculations
déterminer,determine
piaît,pity
votes,votes
apprenez,learn
embarrassant,embarrassing
songe,dream
nobles,noble
ajouté,added
prononce,pronouncement
calmement,calmly
mépris,contempt
qualifié,qualified
yoko,yoko
cruauté,cruelty
impatience,impatience
sonnerie,alarm
trousses,kits
souffler,blow
pompier,firefighter
versé,poured
grenades,grenades
embarquement,boarding
prétendre,pretend
aidés,helped
flanc,flank
gorille,gorilla
enchères,auction
blesse,hurt
nuque,neck
bunny,bunny
daniels,Daniels
économiser,save
glacé,ice
retrouvés,found
ghetto,ghetto
italienne,Italian
danseur,dancer
dixon,dixon
épousée,married
regards,glance
foin,hay
cerf,deer
cigares,cigar
jouera,will play
bridge,bridge
fichier,file
consiste,consisting
tirera,will pull
ecole,school
communications,communications
branches,branches
abrutis,besotted
parvenir,to arrive at
racine,root
sports,sports
destiné,destined
dot,dowry
esther,esther
espére,hoping
compréhension,comprehension
fondu,molten
gelé,frozen
teint,color
peloton,peloton
baratin,baratine
ressemblez,look like
absolu,absolute
home,home
dirigeants,leaders
documentaire,documentary
peterson,peterson
boom,boom
kathy,kathy
gonna,gonna
débarqué,landed
frappes,strikes
suspendu,suspended
obliger,to obligate
mâchoire,jaw
ronald,ronald
déclenché,sets off
riez,laugh
concentré,concentrate
brady,brady
filme,filmed
ur,ur
primaire,primary
íïus,íïus
épuisée,exhausted
anciennes,old -fashioned
mènera,to lead to
creux,hollow
secouer,shake
développé,developed
paresseux,lazy
news,news
producteurs,producers
premièrement,first of all
saiut,saiut
avertis,informed
loterie,lottery
viser,to aim
incroyables,incredible
flûte,flute
reconnue,recognized
pâques,Easter
directrice,director
horaire,hourly
délicieuse,delicious
poussin,chick
montent,go up
sportif,jock
crane,skull
bishop,bishop
thon,tuna
dizaines,tens
repousser,repel
harbor,harbor
salopes,sluts
verrait,would see
lydia,Lydia
félicite,congratulations
loue,rented
reproche,reproach
jurés,jurors
bowling,bowling
criez,scream
denise,Denise
tammy,tammy
matos,gear
scanner,to scan
intéressée,interested
blair,blair
rendrait,would return
buvait,drank
brutal,brutal
couverts,Covered
bonnet,cap
préfet,prefect
culs,asses
cure,priest
piles,Battery
débarque,land
stand,stand
freins,brakes
ski,ski
morphine,morphine
laurie,Laurie
glaçons,ice cubes
dégueu,disgusting
fun,fun
épreuves,tests
méprise,mistake
globe,world
amsterdam,Amsterdam
supposons,suppose
comptant,cash
étonné,surprised
survivant,survivor
gaze,gauze
hamilton,hamilton
castle,castle
timmy,Timmy
apollo,Apollo
jin,jin
générateur,generator
suggéré,suggested
goûté,tasting
eteins,exemptions
trêve,truce
trésors,treasures
reprises,covers
contes,tales
herbes,herbs
intimes,intimate
imposteur,impostor
corriger,to correct
laide,ugly
dîné,dinner
chimiques,chemicals
raconterai,will tell
coude,elbow
soigne,neat
pâte,dough
évêque,bishop
ê,e
stark,Stark
répondeur,answering machine
eleanor,Eleanor
ramènes,branch
gouttes,drops
révèle,revealed
bretagne,Brittany
remplaçant,substitute
angie,Angie
agressif,aggressive
tâches,tasks
méritez,deserve
vaurien,vaurian
virginia,virginia
wu,wu
foirer,meal
shawn,shawn
sacrifices,sacrifices
doubler,double
indigne,unworthy
fouillez,search
poussent,pump
brûlée,burnt
bourreau,executioner
plongé,plunge
partiez,Put off
reviendront,will come back
indiquer,indicate
ironie,irony
wheeler,wheeler
pouvions,could
cocaïne,cocaine
powell,powell
revoit,Review
milan,milan
helena,helena
croisière,cruise
déclencher,to release
clairs,clear
limonade,lemonade
déchire,torn
revivre,relive
reprocher,to reproach
valoir,to be worth
commencement,beginning
transmis,transmitted
bauer,bauer
parages,unquestion
arrivées,arrivals
lécher,lick
hara,hara
phare,Lighthouse
rasé,shaved
engagée,committed
banane,banana
campbell,campbell
paulo,Paulo
deja,Already
anton,Anton
attraction,attraction
excès,excess
parlaient,were talking about
combattants,fighters
lem,lem
ailô,ailô
laisseront,will leave
bouchée,bite
bull,bull
tait,were
encaisser,cash in
dogs,dogs
nourri,nourished
patricia,patricia
missions,missions
clarence,clause
cinglés,crazy
objectifs,goals
natalie,natalia
see,See See
mignons,cute
martiaux,martial
sentiras,will feel
aviation,aviation
semblé,seems
candidats,candidates
accusés,accused
avances,advances
western,western
devrons,it is
célébrité,celebrity
tendresse,tenderness
montana,Montana
cherchant,seeking
darcy,darcy
roberto,Roberto
samouraï,samurai
stu,stud
syndrome,syndrome
nam,nam
shelly,Shelly
soulager,relieve
recommande,recommended
paniqué,panic
soulagement,relief
mettant,putting
ôter,to remove
serviteurs,servants
soigné,neat
prendras,will take
che,che
exposer,expose
erik,erik
devions,had to
dora,Dora
abus,abuse
biscuit,biscuit
robbie,Robbie
impatiente,impatient
herbert,herbert
reviendrais,would come back
débuts,debut
prévenez,warn
elena,Elena
passionnant,exciting
achever,finish
reprenons,let's get back
tac,tac
protégée,protected
organisme,body
légalement,legally
convention,convention
visa,Visa
hémorragie,hemorrhage
ordinaires,ordinary
alternative,alternative
filons,Filons
servait,served
battez,beat
cycle,cycle
écrits,writings
plaisirs,pleasures
hypothèse,assumption
gagnera,will win
buffet,buffet
boulots,jobs
allumée,on
yale,yale
pittsburgh,Pittsburgh
adresses,addresses
écoutais,listened
sévère,severe
approchent,approach
inscription,registration
coureur,runner
repars,leave
ruisseau,stream
georgie,Georgia
perle,pearl
hope,hope
électriques,electric
contenter,satisfy
riley,Riley
apprennent,learn
claudia,claudia
ginger,ginger
achèterai,will buy
baleines,whales
batteur,drummer
prévenus,defendants
réconfort,comfort
premiere,first
échoue,failed
jupiter,Jupiter
examiné,examined
banquier,banker
regardée,watched
ignorance,ignoring
brin,strand
augmenté,increase
défaire,to do
nommer,appoint
mexico,Mexico
scoop,scoop
protocole,protocol
soulève,raised
pleurez,cry
présentation,presentation
holà,Hello
défier,challenge
rappel,reminder
oz,oz
reggie,rear
puces,fleas
bénéfices,profits
flynn,flynn
diversion,diversion
suédois,Swedish
hugh,hugh
batailles,battles
performance,performance
supprimer,DELETE
pennsylvanie,Pennsylvania
triche,cheated
crépuscule,dusk
tentation,temptation
savant,learned
kirby,kirby
trompette,trumpet
andouille,andouille
tubes,tubes
ling,bread
venues,coming
sentence,sentence
verse,pour
bouchon,cork
mesdemoiselles,ladies
prendront,will take
occupez,occupy
démissionner,resign
analyser,analyze
veillerai,will watch
tireurs,shooters
permanence,permanence
charley,charley
affecté,affected
emplacement,location
continuera,continue to
individus,people
melle,melle
largué,dumped
sonnette,bell
désespérée,desperate
suivis,follow -up
forêts,forests
sympathie,sympathy
vulnérable,vulnerable
impose,imposed
vénus,Venus
briller,shine
wells,Wells
coupure,cut
détestais,hated
redevenir,become again
pigeons,pigeons
fonctionnent,work
instable,unstable
hamburger,hamburger
griffin,griffin
désolés,desolate
qg,HQ
finch,finch
pourrir,to rot
magiques,magic
souhaité,wish
épargne,saving
bloquer,to block
spectateurs,spectators
premiêre,first
intéressait,interested
clous,nails
terrifiant,creepy
affirme,affirm
aillent,go
miettes,crumbs
apaches,apache
beiie,Beiie
caserne,barracks
michigan,Michigan
conduisez,Driver
disposer,arrange
peigne,comb
généreuse,generous
allumez,turn on
arreter,Stop
envahi,invaded
crue,raw
pauline,Pauline
north,north
panama,Panama
préférés,favorite
galère,galley
parlerons,will talk about
moon,moon
diligence,diligence
transférer,to transfer
changerait,would change
apparences,appearances
adopté,adopted
dirigent,run
confiture,jam
raccourci,shortcut
accusée,accused
explications,explanation
nourris,nourished
largement,widely
donnés,given
annuaire,phone book
salopards,bastards
bert,Bert
ignorait,ignored
injection,injection
éthique,ethics
bourbon,bourbon
larguer,drop
pureté,purity
précision,accuracy
chars,tanks
post,post
hôpitaux,hospitals
parapluie,umbrella
sifflet,whistle
entendra,will hear
jardinier,gardener
fureur,fury
entrons,let's go
septième,seventh
prophétie,prophecy
chantes,chants
rentrent,come home
lionel,lionel
apparaître,appear
sandwiches,sandwiches
têtu,stubborn
toutou,doggie
thèse,thesis
hou,hou
pieu,stake
interprète,interpreter
frappez,hit
nie,nie
nouilles,noodles
conception,design
appui,support
nuire,harm
échouer,fail
milliard,billion
chimie,chemistry
étendre,extend
demandera,ask
disputés,disputed
remercions,perceive
prendrons,let's take
devise,currency
fuyez,run away
verser,to pay
reins,kidneys
boivent,drink
immeubles,buildings
parlions,parlia
kilo,kilo
cookies,Cookies
perde,lose
hanches,hips
désoié,of silk
utilisation,use
croise,cross
dessiné,drawn
boyd,boyd
surf,surf
jared,jared
jedi,jedi
endurer,endure
sapin,fir
débiles,stupid
vint,came
consacrer,devote
attachée,attached
alimentation,feed
péril,Danger
insultes,insults
affirmatif,affirmative
maligne,smart
impliquer,involve
admirer,admire
cite,cited
mozart,mozart
sherman,sherman
céleste,celestial
fabriques,factories
écureuil,squirrel
vatican,Vatican
parceque,because
resteras,will remain
débarrassé,ridden
entente,agreement
trouverais,found
ressentez,feel
promise,promised
détruits,destroyed
théories,theories
pourris,rotten
blâme,blame
boucliers,shields
falaise,cliff
norma,normal
scout,Scout
méfier,beware
connexion,connection
paru,published
prévenue,warned
bâti,built
servante,servant
obscur,obscure
néant,none
bassin,bowl
manipuler,manipulate
clowns,clowns
veau,calf
fourni,provided
êtê,summer
habituel,usual
mona,mona
disparaissent,disappear
égouts,sewers
espagnols,Spanish
garou,garou
primo,first
zach,zach
originale,original
gays,gay
phares,headlights
nécessité,need
modernes,modern
éloigné,distant
pêcheur,fisherman
comprenais,understood
déj,already
estimé,estimated
ancre,anchor
hospitalité,hospitality
vicieux,vicious
garcon,boy
devenez,become
perspective,perspective
suffire,suffice
touriste,tourist
jade,jade
exercer,exercise
familial,family
sofia,Sofia
raciste,racist
crisse,crisp
envoies,sending
torturé,torture
stevie,Stevie
contenir,contain
alimentaire,eating
soviétiques,Soviet
actif,asset
lasse,weary
rattrape,catch up
soupçonne,suspected
mangeons,let's eat
orphelins,orphaned
planches,boards
enterrée,buried
diagnostic,diagnostic
utilisant,using
abeille,bee
luther,luther
pom,pom
carla,carla
capture,capture
condamner,damn
roulant,rolling
aimera,will love
emménager,move in
guérison,healing
saké,sake
essayes,essays
sermon,sermon
convenable,suitable
écurie,stable
bouc,goat
extrait,extract
marrer,to laugh
tarés,crazy
ressortir,come out
adapter,fit
saloperies,slut
lueur,glow
patrons,patterns
andrea,Andrea
tombeau,tomb
sorcières,witch
énigme,enigma
majeure,major
dépit,spite
remonté,traced back
diplômé,diploma
visiblement,visibly
félix,foulix
retrait,withdrawal
pros,pros
hunt,hunt
dawn,dawn
punk,punk
arrogant,arrogant
mettrais,will put
approprié,appropriate
maniaque,maniacal
chauffage,heating
abîme,abyss
em,EM
babe,babe
révélation,revelation
insister,insist
chameau,camel
dwight,dwight
majeur,major
évanouir,fade
trembler,to shiver
discrétion,discretion
psychologie,psychology
opposition,opposition
révolte,revolt
pétard,petard
kira,kira
pâtes,pasta
scéne,stage
foster,foster
calcul,calculation
dexter,dexter
affamés,hungry
condamne,sentenced
brume,haze
géants,giant
attendaient,expected
drew,drew
mériter,deserve
braquage,robbery
fiancés,engaged
aborder,to land
élevés,students
craqué,cracked
décroché,off hook
marbre,marble
hosto,hosto
sympas,nice
melissa,Melissa
gratuite,free
tomate,tomato
informe,informed
soutenu,supported
mystérieuse,mysterious
épidémie,epidemic
occupent,occupy
admirable,admirable
dirigé,directed
armstrong,armstrong
location,lease
bander,bandage
déguisé,disguised
sonde,probe
étiquette,label
doyen,Dean
fondé,based
adjudant,adjutant
ambitieux,ambitious
mara,mara
bd,comic
loser,loser
avère,recognized
anéantir,destroy
sexuelles,sexual
franchi,crossed
beignets,donuts
vestiaire,changing room
fautes,faults
manifestement,manifestly
prononcé,pronounced
tambour,drum
racaille,scum
quitterai,will leave
calendrier,calendar
orphelin,orphan
culte,worship
couchée,bed
rafraîchir,refresh
voyageur,traveler
habit,habit
privés,private
axel,axel
apache,apache
if,If
violente,violent
aident,help
buffalo,buffalo
lourds,heavy
griller,Grill
procurer,procure
caverne,cave
hautes,high
suivait,followed
intégrité,integrity
brun,brown
garderai,will guard
regretteras,will regret
travaii,work
légiste,jurist
box,box
architecture,architecture
barré,rod
infirmier,male nurse
dana,dana
donnais,donated
réels,real
acquis,acquired
éprouve,experience
vierges,virgins
tombera,will fall
tendue,stretched
retournerai,will return
poisse,bunch
intrusion,intrusion
croie,grow
travaillons,Let's work
nt,nt
ballons,balloons
mack,mack
optimiste,optimistic
salades,salads
manquera,will miss
sachent,know
bénis,blessed
finirai,will finish
noter,to note
épave,wreck
arrières,rear
vivaient,lived
lizzie,lizzie
analyses,analyzes
fantasme,fantasy
nazi,Nazi
malchance,bad luck
arriva,arrived
franz,Franz
gigantesque,gigantic
flèches,arrows
fuller,scour
opérateur,operator
étrangler,strangle
tournait,was turned
harlem,Harlem
vouiais,vouiis
chester,chest
minuscule,tiny
enseignement,education
savions,were knew
shaun,Shaun
éponge,sponge
parachute,parachute
visible,visible
rejetée,rejected
créée,created
rentrait,returned
cuillère,spoon
espionne,spy
relâcher,to release
brooks,brooks
anormal,unnatural
gestion,management
hérité,inherited
crevettes,shrimp
brothers,brothers
soupir,sigh
suivra,will follow
encourager,encourage
courts,short
homer,homer
harriet,harriet
pissé,piss
japs,japs
promu,promoted
étroit,narrow
girls,girls
lointain,distant
souhaits,wishes
citer,to quote
barque,small boat
détecteur,detector
damien,Damien
outil,tool
joy,joy
sérieuses,serious
partais,left
évanoui,fainted
efface,erase
branler,jerk
lila,lila
dealers,dealers
dansent,dancing
clope,cigarette
fatal,fatal
pouces,inch
mortels,mortal
auteurs,authors
africain,African
nigel,nigel
traduit,translated
honey,honey
topo,topo
na,n / A
records,records
isolement,isolation
suzanne,Suzanne
soumettre,submit
prennes,prennes
fr,Fr
dérangez,bother
veuilles,widowed
tennessee,Tennessee
empêchera,will prevent
dresser,to draw up
pâté,dough
substance,substance
excepté,except
voyiez,See
tentant,tempting
