,French,English
12589,déçue,disappointed
12590,comporte,contains
12591,quatorze,fourteen
12592,réfugiés,refugees
12593,archer,archer
12594,goûts,tastes
12595,moïse,Moses
12596,chen,chen
12597,présidence,presidency
12598,cuisses,thighs
12599,bonbon,candy
12600,raccroché,hung
12601,romans,novels
12602,oeuvres,works
12603,égale,equal
12604,parfaits,perfect
12605,grade,grade
12606,aimerions,would like
12607,établissement,establishment
12608,manquez,miss
12609,obligations,obligations
12610,teresa,teresa
12611,fiona,fiona
12612,arrivons,arrive
12613,brûlant,burning
12614,semblables,similar
12615,pavillon,flag
12616,mourrez,die
12617,nounou,nanny
12618,fusées,rocket
12619,générosité,generosity
12620,averti,warned
12621,irlande,Ireland
12622,hésitez,hesitate
12623,olive,olive
12624,infirmerie,Infirmary
12625,fermiers,farmers
12626,décides,decide
12627,enterre,buried
12628,rapprocher,bring together
12629,uniformes,uniforms
12630,rassemble,gather
12631,travaillant,working
12632,voudront,will want to
12633,percer,drill
12634,dépense,spent
12635,demandée,requested
12636,dément,demented
12637,pressés,pressed
12638,aire,area
12639,berceau,cradle
12640,barreaux,bars
12641,jeremy,Jeremy
12642,allergique,allergic
12643,institution,institution
12644,ouvertes,open
12645,remettez,Return
12646,relâche,released
12647,préparent,prepare
12648,semer,sow
12649,offenser,to offend
12650,bouleversé,upset
12651,armoire,cabinet
12652,commode,convenient
12653,marcel,Marcel
12654,mènent,lead
12655,intrigue,plot
12656,champions,champions
12657,patty,patty
12658,veinard,lucky
12659,utiles,useful
12660,confesser,confess
12661,religieuse,religious
12662,grossesse,pregnancy
12663,satisfaction,satisfaction
12664,accélère,accelerated
12665,occasions,occasions
12666,champignons,mushrooms
12667,rancune,resentment
12668,sanctuaire,sanctuary
12669,céréales,cereals
12670,gèle,frozen
12671,interroge,interrogates
12672,partagé,share
12673,imaginaire,imaginary
12674,raccrocher,to hang up
12675,noah,Noah
12676,shopping,shopping
12677,sécher,to dry
12678,chapeaux,hats
12679,défunt,deceased
12680,préparation,preparation
12681,rassemblement,gathering
12682,minables,shabby
12683,forteresse,fortress
12684,héro,hero
12685,sièges,seats
12686,trahis,betrayal
12687,moulin,mill
12688,olga,olga
12689,baises,kiss
12690,pensions,pensions
12691,enfoncer,to press in
12692,répété,say again
12693,pelouse,lawn
12694,aimaient,loved
12695,étouffer,to choke
12696,comprenne,understand
12697,bougie,candle
12698,certitude,certainty
12699,harper,harp
12700,sacrifié,sacrificed
12701,manoir,manor
12702,embuscade,ambush
12703,clayton,Clayton
12704,profité,benefit
12705,étrangères,foreign
12706,conserver,keep
12707,momie,mummy
12708,classes,classes
12709,loupé,magnifying glass
12710,fraude,fraud
12711,bâtiments,buildings
12712,calculs,calculations
12713,déterminer,determine
12714,piaît,pity
12715,votes,votes
12716,apprenez,learn
12717,embarrassant,embarrassing
12718,songe,dream
12719,nobles,noble
12720,ajouté,added
12721,prononce,pronouncement
12722,calmement,calmly
12723,mépris,contempt
12724,qualifié,qualified
12725,yoko,yoko
12726,cruauté,cruelty
12727,impatience,impatience
12728,sonnerie,alarm
12729,trousses,kits
12730,souffler,blow
12731,pompier,firefighter
12732,versé,poured
12733,grenades,grenades
12734,embarquement,boarding
12735,prétendre,pretend
12736,aidés,helped
12737,flanc,flank
12738,gorille,gorilla
12739,enchères,auction
12740,blesse,hurt
12741,nuque,neck
12742,bunny,bunny
12743,daniels,Daniels
12744,économiser,save
12745,glacé,ice
12746,retrouvés,found
12747,ghetto,ghetto
12748,italienne,Italian
12749,danseur,dancer
12750,dixon,dixon
12751,épousée,married
12752,regards,glance
12753,foin,hay
12754,cerf,deer
12755,cigares,cigar
12756,jouera,will play
12757,bridge,bridge
12758,fichier,file
12759,consiste,consisting
12760,tirera,will pull
12761,ecole,school
12762,communications,communications
12763,branches,branches
12764,abrutis,besotted
12765,parvenir,to arrive at
12766,racine,root
12767,sports,sports
12768,destiné,destined
12769,dot,dowry
12770,esther,esther
12771,espére,hoping
12772,compréhension,comprehension
12773,fondu,molten
12774,gelé,frozen
12775,teint,color
12776,peloton,peloton
12777,baratin,baratine
12778,ressemblez,look like
12779,absolu,absolute
12780,home,home
12781,dirigeants,leaders
12782,documentaire,documentary
12783,peterson,peterson
12784,boom,boom
12785,kathy,kathy
12786,gonna,gonna
12787,débarqué,landed
12788,frappes,strikes
12789,suspendu,suspended
12790,obliger,to obligate
12791,mâchoire,jaw
12792,ronald,ronald
12793,déclenché,sets off
12794,riez,laugh
12795,concentré,concentrate
12796,brady,brady
12797,filme,filmed
12798,ur,ur
12799,primaire,primary
12800,íïus,íïus
12801,épuisée,exhausted
12802,anciennes,old -fashioned
12803,mènera,to lead to
12804,creux,hollow
12805,secouer,shake
12806,développé,developed
12807,paresseux,lazy
12808,news,news
12809,producteurs,producers
12810,premièrement,first of all
12811,saiut,saiut
12812,avertis,informed
12813,loterie,lottery
12814,viser,to aim
12815,incroyables,incredible
12816,flûte,flute
12817,reconnue,recognized
12818,pâques,Easter
12819,directrice,director
12820,horaire,hourly
12821,délicieuse,delicious
12822,poussin,chick
12823,montent,go up
12824,sportif,jock
12825,crane,skull
12826,bishop,bishop
12827,thon,tuna
12828,dizaines,tens
12829,repousser,repel
12830,harbor,harbor
12831,salopes,sluts
12832,verrait,would see
12833,lydia,Lydia
12834,félicite,congratulations
12835,loue,rented
12836,reproche,reproach
12837,jurés,jurors
12838,bowling,bowling
12839,criez,scream
12840,denise,Denise
12841,tammy,tammy
12842,matos,gear
12843,scanner,to scan
12844,intéressée,interested
12845,blair,blair
12846,rendrait,would return
12847,buvait,drank
12848,brutal,brutal
12849,couverts,Covered
12850,bonnet,cap
12851,préfet,prefect
12852,culs,asses
12853,cure,priest
12854,piles,Battery
12855,débarque,land
12856,stand,stand
12857,freins,brakes
12858,ski,ski
12859,morphine,morphine
12860,laurie,Laurie
12861,glaçons,ice cubes
12862,dégueu,disgusting
12863,fun,fun
12864,épreuves,tests
12865,méprise,mistake
12866,globe,world
12867,amsterdam,Amsterdam
12868,supposons,suppose
12869,comptant,cash
12870,étonné,surprised
12871,survivant,survivor
12872,gaze,gauze
12873,hamilton,hamilton
12874,castle,castle
12875,timmy,Timmy
12876,apollo,Apollo
12877,jin,jin
12878,générateur,generator
12879,suggéré,suggested
12880,goûté,tasting
12881,eteins,exemptions
12882,trêve,truce
12883,trésors,treasures
12884,reprises,covers
12885,contes,tales
12886,herbes,herbs
12887,intimes,intimate
12888,imposteur,impostor
12889,corriger,to correct
12890,laide,ugly
12891,dîné,dinner
12892,chimiques,chemicals
12893,raconterai,will tell
12894,coude,elbow
12895,soigne,neat
12896,pâte,dough
12897,évêque,bishop
12898,ê,e
12899,stark,Stark
12900,répondeur,answering machine
12901,eleanor,Eleanor
12902,ramènes,branch
12903,gouttes,drops
12904,révèle,revealed
12905,bretagne,Brittany
12906,remplaçant,substitute
12907,angie,Angie
12908,agressif,aggressive
12909,tâches,tasks
12910,méritez,deserve
12911,vaurien,vaurian
12912,virginia,virginia
12913,wu,wu
12914,foirer,meal
12915,shawn,shawn
12916,sacrifices,sacrifices
12917,doubler,double
12918,indigne,unworthy
12919,fouillez,search
12920,poussent,pump
12921,brûlée,burnt
12922,bourreau,executioner
12923,plongé,plunge
12924,partiez,Put off
12925,reviendront,will come back
12926,indiquer,indicate
12927,ironie,irony
12928,wheeler,wheeler
12929,pouvions,could
12930,cocaïne,cocaine
12931,powell,powell
12932,revoit,Review
12933,milan,milan
12934,helena,helena
12935,croisière,cruise
12936,déclencher,to release
12937,clairs,clear
12938,limonade,lemonade
12939,déchire,torn
12940,revivre,relive
12941,reprocher,to reproach
12942,valoir,to be worth
12943,commencement,beginning
12944,transmis,transmitted
12945,bauer,bauer
12946,parages,unquestion
12947,arrivées,arrivals
12948,lécher,lick
12949,hara,hara
12950,phare,Lighthouse
12951,rasé,shaved
12952,engagée,committed
12953,banane,banana
12954,campbell,campbell
12955,paulo,Paulo
12956,deja,Already
12957,anton,Anton
12958,attraction,attraction
12959,excès,excess
12960,parlaient,were talking about
12961,combattants,fighters
12962,lem,lem
12963,ailô,ailô
12964,laisseront,will leave
12965,bouchée,bite
12966,bull,bull
12967,tait,were
12968,encaisser,cash in
12969,dogs,dogs
12970,nourri,nourished
12971,patricia,patricia
12972,missions,missions
12973,clarence,clause
12974,cinglés,crazy
12975,objectifs,goals
12976,natalie,natalia
12977,see,See See
12978,mignons,cute
12979,martiaux,martial
12980,sentiras,will feel
12981,aviation,aviation
12982,semblé,seems
12983,candidats,candidates
12984,accusés,accused
12985,avances,advances
12986,western,western
12987,devrons,it is
12988,célébrité,celebrity
12989,tendresse,tenderness
12990,montana,Montana
12991,cherchant,seeking
12992,darcy,darcy
12993,roberto,Roberto
12994,samouraï,samurai
12995,stu,stud
12996,syndrome,syndrome
12997,nam,nam
12998,shelly,Shelly
12999,soulager,relieve
13000,recommande,recommended
13001,paniqué,panic
13002,soulagement,relief
13003,mettant,putting
13004,ôter,to remove
13005,serviteurs,servants
13006,soigné,neat
13007,prendras,will take
13008,che,che
13009,exposer,expose
13010,erik,erik
13011,devions,had to
13012,dora,Dora
13013,abus,abuse
13014,biscuit,biscuit
13015,robbie,Robbie
13016,impatiente,impatient
13017,herbert,herbert
13018,reviendrais,would come back
13019,débuts,debut
13020,prévenez,warn
13021,elena,Elena
13022,passionnant,exciting
13023,achever,finish
13024,reprenons,let's get back
13025,tac,tac
13026,protégée,protected
13027,organisme,body
13028,légalement,legally
13029,convention,convention
13030,visa,Visa
13031,hémorragie,hemorrhage
13032,ordinaires,ordinary
13033,alternative,alternative
13034,filons,Filons
13035,servait,served
13036,battez,beat
13037,cycle,cycle
13038,écrits,writings
13039,plaisirs,pleasures
13040,hypothèse,assumption
13041,gagnera,will win
13042,buffet,buffet
13043,boulots,jobs
13044,allumée,on
13045,yale,yale
13046,pittsburgh,Pittsburgh
13047,adresses,addresses
13048,écoutais,listened
13049,sévère,severe
13050,approchent,approach
13051,inscription,registration
13052,coureur,runner
13053,repars,leave
13054,ruisseau,stream
13055,georgie,Georgia
13056,perle,pearl
13057,hope,hope
13058,électriques,electric
13059,contenter,satisfy
13060,riley,Riley
13061,apprennent,learn
13062,claudia,claudia
13063,ginger,ginger
13064,achèterai,will buy
13065,baleines,whales
13066,batteur,drummer
13067,prévenus,defendants
13068,réconfort,comfort
13069,premiere,first
13070,échoue,failed
13071,jupiter,Jupiter
13072,examiné,examined
13073,banquier,banker
13074,regardée,watched
13075,ignorance,ignoring
13076,brin,strand
13077,augmenté,increase
13078,défaire,to do
13079,nommer,appoint
13080,mexico,Mexico
13081,scoop,scoop
13082,protocole,protocol
13083,soulève,raised
13084,pleurez,cry
13085,présentation,presentation
13086,holà,Hello
13087,défier,challenge
13088,rappel,reminder
13089,oz,oz
13090,reggie,rear
13091,puces,fleas
13092,bénéfices,profits
13093,flynn,flynn
13094,diversion,diversion
13095,suédois,Swedish
13096,hugh,hugh
13097,batailles,battles
13098,performance,performance
13099,supprimer,DELETE
13100,pennsylvanie,Pennsylvania
13101,triche,cheated
13102,crépuscule,dusk
13103,tentation,temptation
13104,savant,learned
13105,kirby,kirby
13106,trompette,trumpet
13107,andouille,andouille
13108,tubes,tubes
13109,ling,bread
13110,venues,coming
13111,sentence,sentence
13112,verse,pour
13113,bouchon,cork
13114,mesdemoiselles,ladies
13115,prendront,will take
13116,occupez,occupy
13117,démissionner,resign
13118,analyser,analyze
13119,veillerai,will watch
13120,tireurs,shooters
13121,permanence,permanence
13122,charley,charley
13123,affecté,affected
13124,emplacement,location
13125,continuera,continue to
13126,individus,people
13127,melle,melle
13128,largué,dumped
13129,sonnette,bell
13130,désespérée,desperate
13131,suivis,follow -up
13132,forêts,forests
13133,sympathie,sympathy
13134,vulnérable,vulnerable
13135,impose,imposed
13136,vénus,Venus
13137,briller,shine
13138,wells,Wells
13139,coupure,cut
13140,détestais,hated
13141,redevenir,become again
13142,pigeons,pigeons
13143,fonctionnent,work
13144,instable,unstable
13145,hamburger,hamburger
13146,griffin,griffin
13147,désolés,desolate
13148,qg,HQ
13149,finch,finch
13150,pourrir,to rot
13151,magiques,magic
13152,souhaité,wish
13153,épargne,saving
13154,bloquer,to block
13155,spectateurs,spectators
13156,premiêre,first
13157,intéressait,interested
13158,clous,nails
13159,terrifiant,creepy
13160,affirme,affirm
13161,aillent,go
13162,miettes,crumbs
13163,apaches,apache
13164,beiie,Beiie
13165,caserne,barracks
13166,michigan,Michigan
13167,conduisez,Driver
13168,disposer,arrange
13169,peigne,comb
13170,généreuse,generous
13171,allumez,turn on
13172,arreter,Stop
13173,envahi,invaded
13174,crue,raw
13175,pauline,Pauline
13176,north,north
13177,panama,Panama
13178,préférés,favorite
13179,galère,galley
13180,parlerons,will talk about
13181,moon,moon
13182,diligence,diligence
13183,transférer,to transfer
13184,changerait,would change
13185,apparences,appearances
13186,adopté,adopted
13187,dirigent,run
13188,confiture,jam
13189,raccourci,shortcut
13190,accusée,accused
13191,explications,explanation
13192,nourris,nourished
13193,largement,widely
13194,donnés,given
13195,annuaire,phone book
13196,salopards,bastards
13197,bert,Bert
13198,ignorait,ignored
13199,injection,injection
13200,éthique,ethics
13201,bourbon,bourbon
13202,larguer,drop
13203,pureté,purity
13204,précision,accuracy
13205,chars,tanks
13206,post,post
13207,hôpitaux,hospitals
13208,parapluie,umbrella
13209,sifflet,whistle
13210,entendra,will hear
13211,jardinier,gardener
13212,fureur,fury
13213,entrons,let's go
13214,septième,seventh
13215,prophétie,prophecy
13216,chantes,chants
13217,rentrent,come home
13218,lionel,lionel
13219,apparaître,appear
13220,sandwiches,sandwiches
13221,têtu,stubborn
13222,toutou,doggie
13223,thèse,thesis
13224,hou,hou
13225,pieu,stake
13226,interprète,interpreter
13227,frappez,hit
13228,nie,nie
13229,nouilles,noodles
13230,conception,design
13231,appui,support
13232,nuire,harm
13233,échouer,fail
13234,milliard,billion
13235,chimie,chemistry
13236,étendre,extend
13237,demandera,ask
13238,disputés,disputed
13239,remercions,perceive
13240,prendrons,let's take
13241,devise,currency
13242,fuyez,run away
13243,verser,to pay
13244,reins,kidneys
13245,boivent,drink
13246,immeubles,buildings
13247,parlions,parlia
13248,kilo,kilo
13249,cookies,Cookies
13250,perde,lose
13251,hanches,hips
13252,désoié,of silk
13253,utilisation,use
13254,croise,cross
13255,dessiné,drawn
13256,boyd,boyd
13257,surf,surf
13258,jared,jared
13259,jedi,jedi
13260,endurer,endure
13261,sapin,fir
13262,débiles,stupid
13263,vint,came
13264,consacrer,devote
13265,attachée,attached
13266,alimentation,feed
13267,péril,Danger
13268,insultes,insults
13269,affirmatif,affirmative
13270,maligne,smart
13271,impliquer,involve
13272,admirer,admire
13273,cite,cited
13274,mozart,mozart
13275,sherman,sherman
13276,céleste,celestial
13277,fabriques,factories
13278,écureuil,squirrel
13279,vatican,Vatican
13280,parceque,because
13281,resteras,will remain
13282,débarrassé,ridden
13283,entente,agreement
13284,trouverais,found
13285,ressentez,feel
13286,promise,promised
13287,détruits,destroyed
13288,théories,theories
13289,pourris,rotten
13290,blâme,blame
13291,boucliers,shields
13292,falaise,cliff
13293,norma,normal
13294,scout,Scout
13295,méfier,beware
13296,connexion,connection
13297,paru,published
13298,prévenue,warned
13299,bâti,built
13300,servante,servant
13301,obscur,obscure
13302,néant,none
13303,bassin,bowl
13304,manipuler,manipulate
13305,clowns,clowns
13306,veau,calf
13307,fourni,provided
13308,êtê,summer
13309,habituel,usual
13310,mona,mona
13311,disparaissent,disappear
13312,égouts,sewers
13313,espagnols,Spanish
13314,garou,garou
13315,primo,first
13316,zach,zach
13317,originale,original
13318,gays,gay
13319,phares,headlights
13320,nécessité,need
13321,modernes,modern
13322,éloigné,distant
